journal,publisher,count
Epidemiology and Infection,"Cambridge University Press; Cambridge, UK",59
Helminthologia,Sciendo,59
NPJ Vaccines,Nature Publishing Group UK; London,59
Cognitive Science,John Wiley and Sons Inc.; Hoboken,58
NPJ Precision Oncology,Nature Publishing Group UK; London,58
International Journal of Medical Sciences,Ivyspring International Publisher; Sydney,58
Molecular Cancer Therapeutics,American Association for Cancer Research,57
Biology Letters,The Royal Society,57
Cardiovascular Diabetology,BioMed Central; London,57
Open Veterinary Journal,"Faculty of Veterinary Medicine; Tripoli, Libya",57
Cancer Management and Research,Dove,57
Human Mutation,"BlackWell Publishing Ltd; Oxford, UK",57
Journal of Molecular Cell Biology,Oxford University Press,56
Molecular Therapy Oncolytics,American Society of Gene & Cell Therapy,56
FEMS Microbiology Letters,Oxford University Press,55
Current Research in Parasitology & Vector-borne Diseases,Elsevier,55
Archives of Toxicology,Springer Berlin Heidelberg; Berlin/Heidelberg,55
Vavilov Journal of Genetics and Breeding,The Federal Research Center Institute of Cytology and Genetics of Siberian Branch of the Russian Academy of Sciences; Russia,55
Molecular Horticulture,BioMed Central; London,55
Bio-protocol,"Bio-Protocol; 1075 Lorne Way, Sunnyvale, CA 94087, USA",55
Journal of Medical Internet Research,"JMIR Publications; Toronto, Canada",55
Clinical Infectious Diseases: An Official Publication of the Infectious Diseases Society of America,Oxford University Press; US,55
Chinese Medical Journal,"Lippincott Williams & Wilkins; Hagerstown, MD",55
Circulation,"Lippincott Williams & Wilkins; Hagerstown, MD",55
Revista do Instituto de Medicina Tropical de São Paulo,Instituto de Medicina Tropical de São Paulo,55
Nanomaterials,MDPI,54
NPJ Systems Biology and Applications,Nature Publishing Group UK; London,54
Diabetology & Metabolic Syndrome,BioMed Central; London,54
Molecular Neurodegeneration,BioMed Central; London,54
"Arteriosclerosis, Thrombosis, and Vascular Biology","Lippincott Williams & Wilkins; Hagerstown, MD",54
BMC Cardiovascular Disorders,BioMed Central; London,54
Current Genomics,Bentham Science Publishers,54
Frontiers in Neuroanatomy,Frontiers Media S.A.,53
Molecular Autism,BioMed Central; London,53
Journal of Hematology & Oncology,BioMed Central; London,53
Communications Medicine,Nature Publishing Group UK; London,53
Molecular Brain,BioMed Central; London,53
Neurobiology of Language,"MIT Press; One Broadway, 12th Floor, Cambridge, Massachusetts 02142, USA journals-info@mit.edu",53
NPJ Breast Cancer,Nature Publishing Group UK; London,53
G3: Genes | Genomes | Genetics,Oxford University Press; US,53
Circulation Research,"Lippincott Williams & Wilkins; Hagerstown, MD",53
BMC Ecology,BioMed Central,53
International Journal of General Medicine,Dove,52
Natural Products and Bioprospecting,Springer Nature Singapore; Singapore,52
Planta,Springer Berlin Heidelberg; Berlin/Heidelberg,52
Disease Markers,Hindawi,52
Proteins,"John Wiley & Sons, Inc.; Hoboken, USA",52
European Journal of Medical Research,BioMed Central; London,52
"Drug Design, Development and Therapy",Dove,52
Biology of Sex Differences,BioMed Central; London,51
Chemmedchem,John Wiley and Sons Inc.; Hoboken,51
BMC Complementary Medicine and Therapies,BioMed Central; London,51
Plant Molecular Biology,Springer Netherlands; Dordrecht,51
Communications Psychology,Nature Publishing Group UK; London,51
Conservation Physiology,Oxford University Press,50
Molecular Biology Reports,Springer Netherlands; Dordrecht,50
Current Research in Structural Biology,Elsevier,50
The Journal of General Physiology,Rockefeller University Press,50
Proteomics,John Wiley and Sons Inc.; Hoboken,50
Cell Metabolism,Cell Press,49
World Journal of Microbiology & Biotechnology,Springer Netherlands; Dordrecht,49
Lancet Regional Health - Americas,Elsevier,49
Virus Genes,Springer US; New York,49
AIMS Microbiology,AIMS Press,49
Journal of Ovarian Research,BioMed Central; London,49
The American Journal of Tropical Medicine and Hygiene,The American Society of Tropical Medicine and Hygiene,49
Behavioral Sciences,MDPI,49
"International Journal of Surgery (London, England)","Lippincott Williams & Wilkins; Hagerstown, MD",49
Nanoscale Advances,RSC,49
Preventive Medicine Reports,Elsevier,48
PLOS Medicine,"Public Library of Science; San Francisco, CA USA",48
Nature Medicine,Nature Publishing Group US; New York,48
Veterinary Research Communications,Springer Netherlands; Dordrecht,48
Frontiers in Insect Science,Frontiers Media S.A.,48
Veterinary Research Forum,"Urmia University Press; Urmia, Iran",47
Nature Biotechnology,Nature Publishing Group US; New York,47
GeroScience,Springer International Publishing; Cham,47
Journal of Synchrotron Radiation,International Union of Crystallography,47
European Journal of Clinical Microbiology & Infectious Diseases,Springer Berlin Heidelberg; Berlin/Heidelberg,47
BMC Medical Research Methodology,BioMed Central; London,47
ArXiv,Cornell University,47
Molecular Cancer Research,American Association for Cancer Research,47
BMC Cell Biology,BioMed Central; London,47
Genomics & Informatics,Korea Genome Organization,47
Molecular Medicine,BioMed Central; London,46
Molecular Neurobiology,Springer US; New York,46
Cell Proliferation,John Wiley and Sons Inc.; Hoboken,46
Stem Cells International,Hindawi,46
Bioinformation,Biomedical Informatics,46
BioData Mining,BioMed Central; London,46
FEMS Yeast Research,Oxford University Press,46
Non-Coding RNA,MDPI,46
Experimental & Applied Acarology,Springer International Publishing; Cham,46
Cell Systems,Cell Press,46
Immunogenetics,Springer Berlin Heidelberg; Berlin/Heidelberg,46
Journal of Neurophysiology,"American Physiological Society; Bethesda, MD",46
Acta Crystallographica Section F: Structural Biology and Crystallization Communications,International Union of Crystallography,46
Journal of Clinical Laboratory Analysis,John Wiley and Sons Inc.; Hoboken,45
Infectious Diseases of Poverty,BioMed Central; London,45
International Journal of Epidemiology,Oxford University Press,45
Psychological Medicine,"Cambridge University Press; Cambridge, UK",45
Current Research in Food Science,Elsevier,45
JAC-Antimicrobial Resistance,Oxford University Press; UK,45
The Journal of Experimental Biology,The Company of Biologists,45
Neural Regeneration Research,Wolters Kluwer - Medknow; India,44
Open Life Sciences,De Gruyter,44
Psychologica Belgica,Ubiquity Press,44
Cellular & Molecular Biology Letters,BioMed Central; London,44
Journal of Behavioral Addictions,Akadémiai Kiadó; Budapest,44
The Journal of Venomous Animals and Toxins Including Tropical Diseases,Centro de Estudos de Venenos e Animais Peçonhentos (CEVAP/UNESP),44
ImmunoHorizons,AAI,44
Journal of Biomedical Semantics,BioMed Central,44
Chinese Medicine,BioMed Central; London,43
Blood Cancer Journal,Nature Publishing Group UK; London,43
Acta Veterinaria Scandinavica,BioMed Central; London,43
The Journal of Neuroscience,Society for Neuroscience,43
Physical Chemistry Chemical Physics,The Royal Society of Chemistry,43
BMC Pregnancy and Childbirth,BioMed Central; London,43
Journal of Animal Science and Technology,Korean Society of Animal Sciences and Technology,43
Journal of Medical Microbiology,Microbiology Society,43
Cancer Communications,John Wiley and Sons Inc.; Hoboken,43
International Journal of Cancer,"John Wiley & Sons, Inc.; Hoboken, USA",43
Journal of Heredity,Oxford University Press; US,43
Archaea,Hindawi Publishing Corporation,43
MMWR Surveillance Summaries,Centers for Disease Control and Prevention,43
World Journal of Gastroenterology,Baishideng Publishing Group Inc,42
Entropy,MDPI,42
Toxics,MDPI,42
Brain Structure & Function,Springer Berlin Heidelberg; Berlin/Heidelberg,42
Mediators of Inflammation,Wiley,42
Hereditas,BioMed Central; London,42
The Lancet Regional Health: Western Pacific,Elsevier,42
International Journal of Nanomedicine,Dove,42
Febs Letters,John Wiley and Sons Inc.; Hoboken,42
Bioinorganic Chemistry and Applications,Hindawi Publishing Corporation,42
Network Neuroscience,"MIT Press; 255 Main Street, 9th Floor, Cambridge, Massachusetts 02142, USA journals-info@mit.edu",42
BMC Pediatrics,BioMed Central; London,41
Frontiers in Big Data,Frontiers Media S.A.,41
Assessment,"SAGE Publications; Sage CA: Los Angeles, CA",41
Bioactive Materials,KeAi Publishing,41
Journal of Nanobiotechnology,BioMed Central; London,41
Systematic Reviews,BioMed Central; London,41
Neurology: Genetics,Wolters Kluwer; Baltimore,41
Systematic Parasitology,Springer Netherlands; Dordrecht,41
Molecular cell,,40
The Lancet. Microbe,Elsevier Ltd,40
NPJ Parkinson's Disease,Nature Publishing Group UK; London,40
Toxicological Sciences,Oxford University Press,40
Learning & Memory,Cold Spring Harbor Laboratory Press,40
The Journal of Animal Ecology,John Wiley and Sons Inc.; Hoboken,40
BMC Biochemistry,BioMed Central; London,40
Diabetologia,Springer Berlin Heidelberg; Berlin/Heidelberg,40
Current Zoology,Oxford University Press; UK,40
Medical Science Monitor : International Medical Journal of Experimental and Clinical Research,"International Scientific Literature, Inc.",40
Nature Human Behaviour,Nature Publishing Group UK; London,39
The Journal of Immunology Author Choice,AAI,39
NPJ Digital Medicine,Nature Publishing Group UK; London,39
"Cancer Immunology, Immunotherapy : CII",Springer Berlin Heidelberg; Berlin/Heidelberg,39
Journal of Ginseng Research,Elsevier,39
Archives of Sexual Behavior,Springer US; New York,39
Chemistry Central Journal,BioMed Central,39
Critical Care,BioMed Central,39
BMC Complementary and Alternative Medicine,BioMed Central,39
Revista Brasileira de Parasitologia Veterinária / Brazilian Journal of Veterinary Parasitology,Colégio Brasileiro de Parasitologia Veterinária,39
EClinicalMedicine,Elsevier,39
Bioresources and Bioprocessing,Springer Singapore; Singapore,39
MMWR Supplements,Centers for Disease Control and Prevention,39
International Journal of Chronic Obstructive Pulmonary Disease,Dove,38
Metabolomics,Springer US; New York,38
Comparative Cytogenetics,Pensoft Publishers,38
JMIR Research Protocols,"JMIR Publications; Toronto, Canada",38
Annals of Botany,Oxford University Press; US,38
Frontiers in Systems Neuroscience,Frontiers Media S.A.,38
Journal of the Endocrine Society,Oxford University Press; US,38
The Innovation,Elsevier,38
Drugs,Springer International Publishing; Cham,38
Stem Cells Translational Medicine,Oxford University Press; US,38
Journal of Structural Biology: X,Elsevier,38
Skeletal Muscle,BioMed Central; London,38
Current Medical Mycology,"Iranian Society of Medical Mycology; Sari, Iran",38
The Brazilian Journal of Infectious Diseases,Elsevier,38
Journal of Eating Disorders,BioMed Central; London,37
Nature Structural & Molecular Biology,Nature Publishing Group US; New York,37
Journal of Medical Virology,John Wiley and Sons Inc.; Hoboken,37
i-Perception,"SAGE Publications; Sage UK: London, England",37
Endocrine Connections,Bioscientifica Ltd; Bristol,37
Current biology : CB,,37
Biofilm,Elsevier,37
Cell Chemical Biology,Cell Press,37
Frontiers in Neurorobotics,Frontiers Media S.A.,37
Psychophysiology,John Wiley and Sons Inc.; Hoboken,36
Experimental Brain Research,Springer Berlin Heidelberg; Berlin/Heidelberg,36
Biological Research,BioMed Central; London,36
The Lancet Regional Health - Europe,Elsevier,36
European Journal of Psychotraumatology,Taylor & Francis,36
ERJ Open Research,European Respiratory Society,36
Non-coding RNA Research,KeAi Publishing,36
The Journal of International Medical Research,"SAGE Publications; Sage UK: London, England",36
Toxicology Reports,Elsevier,35
Food and Waterborne Parasitology,Elsevier,35
Journal of Evolutionary Biology,John Wiley and Sons Inc.; Hoboken,35
Journal of Orthopaedic Surgery and Research,BioMed Central; London,35
Plant Signaling & Behavior,Taylor & Francis,35
Pain,"Wolters Kluwer; Philadelphia, PA",35
Alzheimer's Research & Therapy,BioMed Central; London,35
Hla,"Blackwell Publishing Ltd; Oxford, UK",35
Asian Pacific Journal of Cancer Prevention : APJCP,West Asia Organization for Cancer Prevention; Iran,35
The European Journal of Neuroscience,John Wiley and Sons Inc.; Hoboken,35
Nutrition & Metabolism,BioMed Central; London,34
Nature Cell Biology,Nature Publishing Group UK; London,34
Frontiers in Integrative Neuroscience,Frontiers Media S.A.,34
Analytical and Bioanalytical Chemistry,Springer Berlin Heidelberg; Berlin/Heidelberg,34
Mycorrhiza,Springer Berlin Heidelberg; Berlin/Heidelberg,34
Cardiovascular Research,Oxford University Press; UK,34
Neurology® Neuroimmunology & Neuroinflammation,"Lippincott Williams & Wilkins; Hagerstown, MD",34
Environmental Epigenetics,Oxford University Press; UK,34
Zoological Letters,BioMed Central; London,34
Frontiers in Robotics and AI,Frontiers Media S.A.,34
AAS Open Research,"F1000 Research Limited; London, UK",34
"Brain, Behavior, & Immunity - Health",Elsevier,33
Acta Biochimica et Biophysica Sinica,Oxford University Press,33
Frontiers in Sports and Active Living,Frontiers Media S.A.,33
Food Chemistry: X,Elsevier,33
MMWR Recommendations and Reports,Centers for Disease Control and Prevention,33
Glycobiology,Oxford University Press,33
Journal of Industrial Microbiology & Biotechnology,Oxford University Press,33
Mammalian Genome,Springer US; New York,33
Journal of Research of the National Institute of Standards and Technology,"[Gaithersburg, MD] : U.S. Dept. of Commerce, National Institute of Standards and Technology",33
Evolutionary Human Sciences,"Cambridge University Press; Cambridge, UK",33
"Human Reproduction (Oxford, England)",Oxford University Press,32
Iranian Journal of Basic Medical Sciences,"Mashhad University of Medical Sciences; Mashhad, Iran",32
"Immunity, Inflammation and Disease",John Wiley and Sons Inc.; Hoboken,32
Fungal Biology and Biotechnology,BioMed Central; London,32
Frontiers in Sociology,Frontiers Media S.A.,32
Neuroinformatics,Springer US; New York,32
Animal Bioscience,Animal Bioscience,32
Journal of Thoracic Disease,AME Publishing Company,32
Annals of Medicine,Taylor & Francis,32
Biology of Reproduction,Oxford University Press,32
Molecular Therapy Oncology,American Society of Gene & Cell Therapy,32
BMC Neurology,BioMed Central; London,32
MedComm,John Wiley and Sons Inc.; Hoboken,32
European Journal of Immunology,John Wiley and Sons Inc.; Hoboken,32
Extremophiles,Springer Japan; Tokyo,32
Biology Methods & Protocols,Oxford University Press,31
Functional & Integrative Genomics,Springer Berlin Heidelberg; Berlin/Heidelberg,31
"Addiction (Abingdon, England)",John Wiley and Sons Inc.; Hoboken,31
Journal of Medical Entomology,Oxford University Press; US,31
São Paulo Medical Journal,Associação Paulista de Medicina - APM,31
